id,Synopstationsnummer,Stationsname,Länge [°E],Breite [°N],Höhe [m],Startdatum,Enddatum,Bundesland,Sonnenschein,Globalstrahlung,Synop,Verknüpfungsnummer,Startdatum Teilzeitreihe,Enddatum Teilzeitreihe,zusammengesetzt
5963,,WIEN-HOHE WARTE HANNHUETTE,16.355833,48.248611,198.0,1951-01-01,1987-12-31,WIE,nein,nein,keine Synopmeldung,,,,nein
5965,,WIEN HOHE WARTE (MIT 21 UHR TERMINEN),16.351944,48.235832,202.0,1971-01-01,1987-12-31,WIE,nein,nein,keine Synopmeldung,,,,nein
5972,11037,GROSS-ENZERSDORF,16.559166,48.199722,154.0,1989-06-01,2100-12-31,NOE,ja,ja,Synopmeldung,31,1991-01-01,2100-12-31,nein
2116,11064,GARS/Kamp,15.7,48.591946,273.0,2016-05-20,2100-12-31,NOE,ja,ja,keine Synopmeldung,215,2016-05-20,2100-12-31,nein
6010,,FRANZENSDORF,16.65,48.200001,153.0,1979-04-13,1986-06-30,NOE,nein,nein,keine Synopmeldung,,,,nein
6050,,FISCHAMEND,16.613611,48.09861,159.0,1984-08-01,2004-06-30,NOE,nein,ja,keine Synopmeldung,,,,nein
6100,,PRELLENKIRCHEN,16.950001,48.066666,178.0,1981-01-01,1981-02-28,NOE,nein,nein,keine Synopmeldung,,,,nein
6304,11350,SALZBURG-FREISAAL,13.0525,47.790833,420.0,1987-01-01,2005-12-31,SAL,ja,ja,Synopmeldung wurde eingestellt,145,1987-01-01,2005-12-31,nein
6306,,SALZBURG,13.047222,47.798611,424.0,1874-01-01,1903-07-31,SAL,nein,nein,keine Synopmeldung,131,1874-01-01,1903-07-31,nein
6315,,SALZBURG/LEHRERSEMINAR,13.033334,47.783333,419.0,1903-08-01,1941-02-28,SAL,nein,nein,keine Synopmeldung,131,1903-08-01,1939-02-28,nein
6409,,MATTSEE,13.1,47.966667,525.0,1949-06-01,1971-07-31,SAL,ja,nein,keine Synopmeldung,60,1949-06-17,1971-07-31,nein
6415,11152,MATTSEE,13.105556,47.977222,502.0,1999-10-01,2100-12-31,SAL,ja,ja,Synopmeldung,60,1999-11-01,2100-12-31,nein
6506,,SEEWALCHEN,13.566667,47.950001,501.0,1993-05-01,2000-11-30,OOE,nein,nein,keine Synopmeldung,,,,nein
6508,,MONDSEE,13.35,47.866665,482.0,1936-01-01,1943-07-31,OOE,nein,nein,keine Synopmeldung,163,1936-01-01,1942-04-30,nein
6509,,MONDSEE/PLOMBERG,13.35,47.849998,488.0,1946-10-01,1949-09-30,OOE,nein,nein,keine Synopmeldung,163,1946-12-01,1949-09-30,nein
6530,,WEYREGG,13.5675,47.906387,469.0,1974-06-01,1997-08-31,OOE,ja,nein,keine Synopmeldung,,,,nein
6550,,WEISSENKIRCHEN,13.416667,47.950001,650.0,1948-01-01,1964-07-31,OOE,nein,nein,keine Synopmeldung,,,,nein
19720,11255,KOETSCHACH-MAUTHEN,12.998333,46.676388,705.0,1987-03-01,2100-12-31,KNT,ja,ja,Synopmeldung,,,,nein
6610,11155,FEUERKOGEL,13.718333,47.81778,1618.0,1928-01-01,2008-12-31,OOE,ja,ja,Synopmeldung wurde eingestellt,205,1928-01-01,2008-12-31,nein
19710,,KORNAT,12.889444,46.688057,1047.0,1948-01-01,2007-12-31,KNT,nein,nein,keine Synopmeldung,,,,nein
6620,11154,GMUNDEN,13.8075,47.914722,424.4,1982-08-13,2016-04-26,OOE,ja,ja,Synopmeldung wurde eingestellt,29,1982-08-13,2016-04-26,nein
6630,,LENZING,13.616667,47.983334,466.0,1954-03-01,1964-12-31,OOE,ja,nein,keine Synopmeldung,,,,nein
19505,11201,SILLIAN,12.423611,46.746387,1081.4,1996-09-01,2100-12-31,TIR,ja,ja,Synopmeldung,130,1999-10-01,2100-12-31,nein
19500,,SILLIAN,12.416667,46.75,1100.0,1964-12-01,1999-09-30,TIR,nein,nein,keine Synopmeldung,130,1964-12-01,1999-09-30,nein
6700,,GRUENAU,13.951111,47.864166,540.0,1972-05-01,1998-12-31,OOE,nein,nein,keine Synopmeldung,,,,nein
6802,,MICHELDORF,14.135,47.882778,459.0,2005-08-01,2008-07-16,OOE,nein,nein,keine Synopmeldung,144,2005-08-10,2008-07-31,nein
6900,,TERNBERG,14.353889,47.954445,350.0,1961-01-01,2003-12-31,OOE,nein,nein,keine Synopmeldung,,,,nein
6905,,REICHRAMING,14.483334,47.883335,380.0,1941-10-01,1952-05-31,OOE,nein,nein,keine Synopmeldung,,,,nein
6910,,GROSSRAMING/KRAFTWERK,14.517777,47.893333,379.0,1952-06-01,2000-12-31,OOE,ja,nein,keine Synopmeldung,,,,nein
19201,11245,BAD GLEICHENBERG,15.901944,46.866665,303.0,1985-04-01,2000-01-31,STMK,ja,nein,Synopmeldung wurde eingestellt,8,1985-04-01,2000-01-31,nein
18906,11285,DEUTSCHLANDSBERG,15.226944,46.821667,354.0,2001-05-01,2100-12-31,STMK,ja,ja,Synopmeldung,116,2001-05-01,2100-12-31,nein
18900,,DEUTSCHLANDSBERG,15.216666,46.816666,380.0,1895-08-01,1996-01-31,STMK,nein,nein,keine Synopmeldung,116,1895-08-01,1995-07-31,nein
18810,,WOLFSBERG-REDING,14.85,46.833332,440.0,1956-01-01,1985-10-31,KNT,ja,nein,keine Synopmeldung,110,1956-01-07,1985-10-31,nein
18805,11214,PREITENEGG,14.915,46.938057,1034.0,1993-06-01,2100-12-31,KNT,ja,ja,Synopmeldung,71,1994-01-01,2100-12-31,nein
18705,11229,ST.ANDRAE/LAVANTTAL,14.828055,46.764168,403.0,1993-03-01,2100-12-31,KNT,ja,ja,Synopmeldung,90,1993-03-11,2100-12-31,nein
18700,11229,ST.ANDRAE-WINKLING,14.8,46.783333,468.0,1976-09-01,1992-12-31,KNT,nein,nein,Synopmeldung wurde eingestellt,90,1976-09-01,1992-12-31,nein
18622,11237,ST.VEIT/GLAN,14.385555,46.739166,463.0,2007-08-01,2100-12-31,KNT,ja,ja,Synopmeldung wurde eingestellt,95,2008-01-01,2100-12-31,nein
18620,,ST.VEIT/GLAN,14.360556,46.764721,475.0,1968-05-01,1997-02-28,KNT,nein,nein,keine Synopmeldung,95,1968-05-01,1997-02-28,nein
18502,11225,WEITENSFELD,14.190833,46.849167,704.0,2007-07-01,2100-12-31,KNT,ja,ja,Synopmeldung,103,2008-01-01,2100-12-31,nein
18500,11225,WEITENSFELD,14.196389,46.844444,705.0,1985-09-01,2007-12-31,KNT,nein,ja,Synopmeldung wurde eingestellt,103,1985-09-01,2007-12-31,nein
18305,11211,RADENTHEIN,13.698055,46.798054,685.0,1998-08-01,2000-11-30,KNT,nein,nein,Synopmeldung wurde eingestellt,128,1998-08-01,2000-11-30,nein
18241,,REISSECKHUETTE,13.366667,46.916668,2290.0,1953-06-01,1960-10-31,KNT,nein,nein,keine Synopmeldung,207,1953-06-01,1960-10-31,nein
18240,,REISSECK,13.366667,46.933334,2252.0,1960-11-01,1976-05-31,KNT,ja,nein,keine Synopmeldung,207,1960-11-01,1976-05-31,nein
18231,11273,GMUEND,13.534166,46.902779,738.0,2008-07-23,2100-12-31,KNT,ja,ja,keine Synopmeldung,,,,nein
18225,11272,SPITTAL/DRAU,13.487223,46.790554,542.0,1993-06-01,2100-12-31,KNT,ja,ja,Synopmeldung,150,2004-11-01,2100-12-31,nein
18220,11272,SPITTAL/DRAU,13.536111,46.774723,524.0,1977-04-01,2004-10-31,KNT,nein,nein,Synopmeldung wurde eingestellt,150,1977-04-01,2004-10-31,nein
18211,,MILLSTATT-KLEINDOMBRA,13.583333,46.799999,754.0,1972-11-01,1982-06-30,KNT,nein,nein,keine Synopmeldung,62,1972-11-01,1982-05-31,nein
18121,11261,OBERVELLACH,13.223333,46.92889,809.0,1986-12-01,2015-01-31,KNT,ja,ja,Synopmeldung wurde eingestellt,69,1986-12-01,2014-12-31,nein
10610,,PITTEN,16.133333,47.700001,338.0,1968-01-01,1982-09-30,NOE,nein,nein,keine Synopmeldung,,,,nein
10720,11258,NEUDORF/LANDSEE,16.38139,47.562778,429.0,2015-11-18,2100-12-31,BGL,ja,ja,keine Synopmeldung,,,,nein
7904,,FRAUENKIRCHEN/BGL.,16.916666,47.833332,124.0,1982-06-01,1988-09-30,BGL,nein,nein,keine Synopmeldung,,,,nein
7905,11194,NEUSIEDL AM SEE,16.857779,47.942501,135.0,1984-07-01,2004-07-31,BGL,ja,ja,Synopmeldung wurde eingestellt,65,1984-08-01,2004-07-31,nein
9650,,HALLSTATT,13.65,47.549999,525.0,1938-01-01,1968-12-31,OOE,nein,nein,keine Synopmeldung,,,,nein
9800,11157,AIGEN/ENNSTAL,14.133333,47.533333,640.0,1939-03-01,1993-01-31,STMK,nein,nein,Synopmeldung wurde eingestellt,2,1939-03-01,1993-01-31,nein
9900,,ADMONT,14.456944,47.573055,648.0,1959-12-01,2007-12-31,STMK,nein,nein,keine Synopmeldung,166,1959-12-01,2007-12-31,nein
9901,,ADMONT-MOORWIRTSCHAFT,14.45,47.583332,620.0,1936-01-01,1955-07-31,STMK,nein,nein,keine Synopmeldung,166,1936-01-01,1955-07-31,nein
9904,,ADMONT LAGER,14.45,47.566666,646.0,1955-08-01,1959-11-30,STMK,nein,nein,keine Synopmeldung,166,1955-08-01,1959-11-30,nein
9905,,ADMONT/GRABNERHOF,14.466666,47.599998,670.0,1948-01-01,1953-10-31,STMK,nein,nein,keine Synopmeldung,,,,nein
9910,,HALL/ADMONT,14.466666,47.599998,640.0,1973-07-01,1975-12-31,STMK,nein,nein,keine Synopmeldung,,,,nein
9911,11167,HALL/ADMONT,14.490833,47.594444,637.0,2007-07-01,2100-12-31,STMK,ja,ja,keine Synopmeldung,166,2008-01-01,2100-12-31,nein
9925,11063,ROTTENMANN,14.430278,47.507778,707.0,2009-08-31,2100-12-31,STMK,ja,ja,keine Synopmeldung,,,,nein
9105,11327,KIRCHDORF/TIROL,12.463056,47.566113,636.6,2006-06-15,2100-12-31,TIR,ja,ja,keine Synopmeldung,,,,nein
9111,,KOESSEN,12.393888,47.663055,589.0,2009-01-01,2100-12-31,TIR,nein,nein,keine Synopmeldung,,,,nein
9200,,UNKEN,12.743055,47.663055,545.0,1948-01-01,1989-06-30,SAL,nein,nein,Synopmeldung wurde eingestellt,99,1948-01-01,1989-06-30,nein
9210,11140,LOFER,12.691667,47.581112,629.0,1990-06-11,2000-10-31,SAL,nein,nein,keine Synopmeldung,129,1990-06-01,2000-10-31,nein
9211,11140,LOFER/ORT,12.695278,47.584446,622.0,1999-04-01,2100-12-31,SAL,ja,ja,Synopmeldung,129,2000-11-01,2100-12-31,nein
9400,,DUERRNBERG,13.083333,47.666668,801.0,1966-09-01,1982-06-30,SAL,nein,nein,keine Synopmeldung,,,,nein
9406,11371,GOLLING,13.181666,47.59111,490.0,2008-10-01,2100-12-31,SAL,ja,ja,keine Synopmeldung,,,,nein
701,,JAPONS,15.571389,48.791943,520.0,1982-11-01,2007-12-31,NOE,nein,nein,keine Synopmeldung,191,1982-11-01,2007-12-31,nein
1401,11007,KOLLERSCHLAG,13.839167,48.602779,714.0,2008-06-01,2100-12-31,OOE,ja,ja,keine Synopmeldung,157,2008-06-17,2100-12-31,nein
1905,,ALLENTSTEIG-KAUFHOLZ,15.366667,48.683334,596.0,1983-10-01,1992-09-30,NOE,nein,nein,keine Synopmeldung,3,1983-10-01,1992-09-30,nein
1906,11019,ALLENTSTEIG,15.366944,48.690834,599.0,1992-08-01,2100-12-31,NOE,ja,ja,Synopmeldung,3,1992-10-01,2100-12-31,nein
2200,,HOLLABRUNN/SCHOENGRABERN,16.049999,48.616665,245.0,1976-05-01,1986-11-30,NOE,nein,nein,keine Synopmeldung,37,1976-05-13,1986-11-30,nein
2210,,RAVELSBACH,15.85,48.549999,265.0,1983-10-01,1988-07-31,NOE,nein,nein,keine Synopmeldung,79,1983-10-01,1988-07-31,nein
2415,11083,LEISER BERGE,16.371666,48.558887,457.0,1998-04-01,2100-12-31,NOE,ja,ja,Synopmeldung,67,1998-04-01,2100-12-31,nein
2900,,REICHERSBERG,13.37,48.336113,350.0,1948-10-01,2008-09-30,OOE,nein,nein,keine Synopmeldung,159,1948-10-01,2008-06-30,nein
3251,,LINZ-FREINBERG,14.266666,48.283333,380.0,1940-07-01,1945-02-28,OOE,nein,nein,keine Synopmeldung,56,1940-07-01,1945-02-28,nein
3315,11050,REICHENAU/MUEHLKREIS,14.345555,48.459167,689.0,2008-08-01,2100-12-31,OOE,ja,ja,keine Synopmeldung,161,2008-08-01,2100-12-31,nein
3810,,LANGENLOIS,15.7,48.466667,210.0,1965-01-01,1989-10-31,NOE,ja,nein,keine Synopmeldung,52,1965-01-01,1989-10-31,nein
4221,,GAENSERNDORF,16.687222,48.31139,163.0,1989-01-01,2000-08-31,NOE,ja,nein,keine Synopmeldung,134,1989-01-01,2000-08-31,nein
4700,11003,RIED IM INNKREIS,13.483334,48.216667,435.0,1936-01-01,1997-12-31,OOE,nein,nein,Synopmeldung wurde eingestellt,141,1936-01-01,1997-12-31,nein
4801,,GALLSPACH,13.811666,48.209999,368.0,1990-06-01,2008-06-30,OOE,ja,nein,keine Synopmeldung,27,1990-06-01,2008-06-30,nein
5103,,ENNS-STADT,14.483334,48.216667,317.0,1988-08-01,1993-10-31,OOE,nein,nein,keine Synopmeldung,23,1988-08-01,1993-10-31,nein
5302,11018,AMSTETTEN-ALLERSDORF,14.866667,48.116665,275.0,1986-08-01,1988-12-31,NOE,ja,nein,Synopmeldung wurde eingestellt,4,1986-10-01,1988-12-31,nein
5312,,RANDEGG,14.983334,48.008888,363.0,1986-10-01,2007-12-31,NOE,nein,nein,keine Synopmeldung,74,1986-10-01,2007-12-31,nein
5604,11028,ST.POELTEN/KOPALKASERNE,15.611111,48.180279,285.0,1994-01-01,2005-06-13,NOE,ja,ja,Synopmeldung wurde eingestellt,93,1994-01-01,2003-06-30,nein
5871,,BADEN,16.233334,48.016666,260.0,1954-04-01,1982-11-30,NOE,ja,nein,keine Synopmeldung,12,1954-04-01,1982-11-30,nein
5881,11082,GUMPOLDSKIRCHEN,16.282223,48.040279,219.0,1990-11-01,2018-03-28,NOE,ja,ja,Synopmeldung wurde eingestellt,32,1990-11-01,2018-03-28,nein
6101,,BRUCKNEUDORF/HEIDEHOF,16.846666,48.014721,167.0,1939-01-01,2007-12-31,BGL,nein,nein,keine Synopmeldung,18,1939-01-01,2007-12-31,nein
6410,11152,MATTSEE,13.1,47.966667,508.0,1971-08-01,1985-11-30,SAL,nein,nein,Synopmeldung wurde eingestellt,60,1971-08-01,1985-11-30,nein
6510,11153,MONDSEE,13.368889,47.847778,491.0,1964-11-01,2008-12-31,OOE,nein,nein,Synopmeldung wurde eingestellt,163,1964-11-01,2008-12-31,nein
6800,,KIRCHDORF/KREMS,14.130834,47.899445,445.0,1971-01-01,2004-06-30,OOE,nein,nein,keine Synopmeldung,144,1971-01-01,2004-06-30,nein
7001,,WEYER,14.667222,47.857777,428.0,1989-07-01,2007-08-31,OOE,ja,nein,keine Synopmeldung,104,1989-07-01,2007-08-31,nein
7012,11368,WAIDHOFEN/YBBS-ZENTRUM,14.784445,47.957779,365.1,2002-10-10,2019-06-04,NOE,ja,ja,Synopmeldung,101,2004-12-01,2017-12-31,nein
7505,11382,PUCHBERG/SCHNEEBERG,15.906944,47.790279,583.0,1998-04-01,2100-12-31,NOE,ja,ja,Synopmeldung,72,1998-04-01,2100-12-31,nein
7640,,BERNDORF,16.105278,47.941113,339.0,1992-11-01,2007-12-31,NOE,nein,nein,keine Synopmeldung,164,1992-11-01,2007-12-31,nein
7710,11387,SEIBERSDORF,16.504999,47.976387,185.0,1982-06-01,2100-12-31,NOE,ja,ja,Synopmeldung,197,1982-06-21,2100-12-31,nein
18306,11211,RADENTHEIN,13.698334,46.800278,688.0,2000-12-01,2002-08-31,KNT,nein,nein,Synopmeldung wurde eingestellt,128,2000-12-01,2002-08-31,nein
18601,11228,FRIESACH,14.405833,46.958611,640.0,2007-07-01,2100-12-31,KNT,ja,ja,Synopmeldung wurde eingestellt,187,2008-01-01,2100-12-31,nein
18704,,ST.ANDRAE/LAVANTTAL,14.816667,46.766666,430.0,1961-01-01,1975-06-30,KNT,nein,nein,keine Synopmeldung,90,1961-01-01,1975-06-30,nein
18811,,WOLFSBERG,14.85,46.833332,442.0,1985-11-01,1987-10-31,KNT,nein,nein,keine Synopmeldung,110,1985-11-01,1987-10-31,nein
19200,11245,BAD GLEICHENBERG,15.9,46.866665,303.0,1895-07-01,1985-03-31,STMK,ja,nein,Synopmeldung wurde eingestellt,8,1895-07-01,1985-03-31,nein
20116,,VILLACH/VASSACH,13.85,46.633335,533.0,1930-01-01,1947-08-31,KNT,nein,nein,keine Synopmeldung,100,1930-01-01,1947-08-31,nein
20123,11213,VILLACH-STADT,13.873889,46.618057,493.0,1993-12-01,2100-12-31,KNT,ja,ja,Synopmeldung,100,1993-12-01,2100-12-31,nein
20219,,POERTSCHACH,14.166667,46.633335,441.0,1978-05-01,1982-09-30,KNT,nein,nein,keine Synopmeldung,198,1978-05-01,1982-09-30,nein
20403,11233,ST.MICHAEL ob BLEIBURG,14.749444,46.578335,500.0,2000-10-01,2002-12-31,KNT,nein,nein,Synopmeldung wurde eingestellt,91,2000-10-01,2002-12-31,nein
20501,,ST.PAUL/LAVANTTAL,14.866667,46.700001,409.0,1936-01-01,1961-09-30,KNT,nein,nein,keine Synopmeldung,209,1936-01-01,1961-09-30,nein
20903,11264,BAD RADKERSBURG,15.993333,46.692223,207.0,2016-04-01,2100-12-31,STMK,ja,ja,Synopmeldung wurde eingestellt,11,2016-04-01,2100-12-31,nein
21101,11217,LOIBL/TUNNEL,14.249166,46.44389,1097.0,2007-08-04,2100-12-31,KNT,ja,ja,keine Synopmeldung,206,2008-01-01,2100-12-31,nein
7950,,ANDAU,17.033333,47.783333,118.0,1948-01-01,1960-06-30,BGL,nein,nein,keine Synopmeldung,,,,nein
8205,,BREGENZ/MEHRERAU,9.75,47.5,427.0,1936-01-01,1944-09-30,VBG,nein,nein,keine Synopmeldung,,,,nein
8301,11100,SULZBERG,9.914444,47.521946,1016.0,2008-09-01,2100-12-31,VBG,ja,ja,keine Synopmeldung,,,,nein
8800,11328,ACHENKIRCH,11.7,47.533333,905.0,1987-08-01,1998-06-30,TIR,nein,nein,Synopmeldung wurde eingestellt,151,1987-08-01,1998-06-30,nein
8805,11328,ACHENKIRCH,11.705277,47.532223,904.0,1998-07-01,2020-05-31,TIR,ja,ja,Synopmeldung wurde eingestellt,151,1998-07-01,2016-10-31,nein
9000,,KIRCHBICHL,12.086667,47.515556,498.0,1966-08-01,2001-05-31,TIR,ja,nein,keine Synopmeldung,212,1966-08-01,2001-05-31,nein
9010,11130,KUFSTEIN,12.163889,47.574165,492.0,1905-01-01,2002-12-31,TIR,nein,nein,Synopmeldung wurde eingestellt,142,1905-01-01,2002-12-31,nein
9016,11130,KUFSTEIN,12.162778,47.575279,490.0,1992-06-01,2100-12-31,TIR,ja,ja,Synopmeldung,142,2003-01-01,2100-12-31,nein
9450,,ST.KOLOMAN,13.2325,47.651669,1000.0,1990-08-01,2008-08-31,SAL,ja,ja,keine Synopmeldung,,,,nein
9500,,ABTENAU,13.348333,47.564445,714.0,1963-08-01,2001-04-30,SAL,ja,nein,keine Synopmeldung,165,1963-08-01,2001-04-30,nein
9509,,ST.WOLFGANG,13.416667,47.75,568.0,1936-01-01,1944-09-30,OOE,nein,nein,keine Synopmeldung,109,1936-01-01,1944-09-30,nein
9510,,ST.WOLFGANG,13.45,47.733334,575.0,1964-11-01,1987-07-31,OOE,nein,nein,keine Synopmeldung,109,1964-11-01,1987-07-31,nein
9611,11156,BAD ISCHL,13.65,47.706665,512.0,2003-11-01,2007-12-31,OOE,ja,nein,Synopmeldung wurde eingestellt,132,2003-11-01,2007-06-30,nein
9613,,BAD ISCHL,13.616111,47.715,480.0,1942-04-01,1962-06-30,OOE,ja,nein,keine Synopmeldung,132,1942-05-01,1962-06-30,nein
9616,,BAD ISCHL,13.616667,47.716667,469.0,1936-01-01,1942-04-30,OOE,ja,nein,keine Synopmeldung,132,1936-01-01,1942-04-30,nein
9617,,BAD ISCHL,13.616111,47.715,508.0,1962-07-01,1967-12-31,OOE,ja,nein,keine Synopmeldung,132,1962-07-01,1967-12-31,nein
9618,11361,BAD ISCHL,13.647223,47.706112,507.0,2007-07-01,2100-12-31,OOE,ja,ja,keine Synopmeldung,132,2007-07-01,2100-12-31,nein
9630,,SCHOENBERGALM,13.716666,47.533333,1350.0,1957-01-01,1980-12-31,SAL,nein,nein,keine Synopmeldung,,,,nein
9643,11356,BAD AUSSEE,13.758333,47.610554,743.0,2013-02-01,2100-12-31,STMK,ja,ja,Synopmeldung,5,2013-02-01,2100-12-31,nein
10110,11161,PRAEBICHL,14.95,47.516666,1215.0,1936-01-01,1980-09-30,STMK,nein,nein,Synopmeldung wurde eingestellt,153,1936-01-01,1980-09-30,nein
10401,11177,MUERZZUSCHLAG,15.672778,47.602222,705.0,2008-09-01,2100-12-31,STMK,ja,ja,Synopmeldung wurde eingestellt,167,2009-01-01,2100-12-31,nein
10511,,REICHENAU/RAX,15.85,47.700001,485.0,1895-01-01,1982-12-31,NOE,nein,nein,keine Synopmeldung,80,1895-01-01,1982-12-31,nein
12310,,SCHMITTENHOEHE,12.733334,47.333332,1964.0,1895-07-01,1982-03-31,SAL,ja,nein,keine Synopmeldung,85,1895-07-01,1982-03-31,nein
12352,,HOCHFILZEN,12.621111,47.470276,960.0,2008-03-01,2100-12-31,TIR,nein,nein,keine Synopmeldung,,,,nein
12351,11339,HOCHFILZEN,12.621111,47.470276,962.0,2007-11-27,2100-12-31,TIR,ja,ja,Synopmeldung,178,2007-11-27,2100-12-31,nein
12411,,SAALFELDEN,12.833333,47.416668,735.0,1984-05-01,1992-04-30,SAL,ja,nein,keine Synopmeldung,84,1984-05-01,1992-04-30,nein
12500,11141,BISCHOFSHOFEN,13.216666,47.400002,550.0,1980-06-01,1990-03-31,SAL,ja,nein,Synopmeldung wurde eingestellt,14,1980-06-01,1990-03-31,nein
12504,11141,BISCHOFSHOFEN,13.221111,47.406666,550.0,1996-09-01,2100-12-31,SAL,ja,ja,Synopmeldung,14,1996-09-01,2100-12-31,nein
16003,11219,NEUMARKTER SATTEL,14.425555,47.070557,1125.0,1987-01-01,1998-02-28,STMK,nein,nein,Synopmeldung wurde eingestellt,,,,nein
16000,11220,NEUMARKT,14.433333,47.083332,842.0,1972-01-01,1986-10-31,STMK,ja,nein,Synopmeldung wurde eingestellt,64,1972-01-01,1986-10-31,nein
15920,11280,MURAU,14.176945,47.111111,816.0,1989-01-01,2100-12-31,STMK,ja,ja,Synopmeldung,,,,nein
15912,11363,STOLZALPE,14.188334,47.123055,1291.0,2007-07-01,2100-12-31,STMK,ja,ja,keine Synopmeldung,97,2007-07-24,2100-12-31,nein
15910,11163,STOLZALPE,14.2,47.116665,1305.0,1938-01-01,1999-10-31,STMK,ja,nein,Synopmeldung wurde eingestellt,97,1938-01-01,1999-10-31,nein
15905,,KRAKAUEBENE,13.952778,47.188057,1312.0,1990-10-01,2007-12-31,STMK,ja,nein,keine Synopmeldung,,,,nein
15901,11377,OBERWOELZ,14.286667,47.201946,842.1,2007-08-01,2100-12-31,STMK,ja,ja,keine Synopmeldung,182,2007-08-01,2100-12-31,nein
15800,,FLATTNITZ,14.035277,46.944721,1438.0,1970-09-01,2007-09-30,KNT,nein,nein,keine Synopmeldung,186,1970-09-01,2007-06-30,nein
15712,11399,TAMSWEG,13.808333,47.133057,1025.0,2008-06-01,2100-12-31,SAL,ja,ja,keine Synopmeldung,98,2008-10-01,2100-12-31,nein
15711,,TAMSWEG,13.81,47.124722,1025.0,1998-06-01,2008-09-30,SAL,nein,nein,keine Synopmeldung,98,1998-06-01,2008-09-30,nein
15709,,TAMSWEG,13.8,47.116665,1012.0,1960-12-01,1983-02-28,SAL,nein,nein,keine Synopmeldung,98,1960-12-01,1983-02-28,nein
15708,,TAMSWEG,13.833333,47.133335,1019.0,1956-12-01,1960-10-31,SAL,nein,nein,keine Synopmeldung,98,1956-12-03,1960-10-31,nein
15706,,TAMSWEG,13.833333,47.116665,1024.0,1895-10-01,1939-01-31,SAL,nein,nein,keine Synopmeldung,98,1895-10-01,1939-01-31,nein
15702,11148,ST.MICHAEL/LUNGAU,13.622778,47.094444,1052.0,2008-06-01,2100-12-31,SAL,ja,ja,Synopmeldung,92,2008-11-01,2100-12-31,nein
15700,11148,ST.MICHAEL IM LUNGAU,13.65,47.099998,1094.0,1968-12-01,1988-06-30,SAL,ja,nein,Synopmeldung wurde eingestellt,92,1968-12-01,1988-06-30,nein
12506,,BISCHOFSHOFEN-BUCHBERG,13.216666,47.400002,733.0,2001-01-01,2100-12-31,SAL,nein,nein,Synopmeldung,,,,nein
15624,11149,OBERTAUERN,13.566667,47.25,1755.0,1980-03-01,1981-12-31,SAL,ja,nein,Synopmeldung wurde eingestellt,68,1980-03-01,1981-12-31,nein
15623,11149,OBERTAUERN,13.55,47.25,1775.0,1971-06-01,1973-09-30,SAL,ja,nein,Synopmeldung wurde eingestellt,68,1971-06-08,1973-09-30,nein
12520,,MITTERBERG,13.133333,47.416668,1503.0,1948-01-01,1975-12-31,SAL,nein,nein,keine Synopmeldung,,,,nein
12607,,RADSTADT-LOEBENAU,13.45,47.383335,846.0,1961-06-01,1963-03-31,SAL,nein,nein,keine Synopmeldung,73,1961-06-01,1963-03-31,nein
12608,,RADSTADT,13.45,47.383335,846.0,1936-01-01,1945-01-31,SAL,nein,nein,keine Synopmeldung,73,1936-01-01,1945-01-31,nein
12615,11147,RADSTADT,13.456111,47.385277,858.0,1994-07-01,2017-11-08,SAL,ja,ja,Synopmeldung wurde eingestellt,73,1995-01-01,2016-08-31,nein
12610,11147,RADSTADT,13.45,47.383335,845.0,1964-11-01,1994-12-31,SAL,ja,nein,Synopmeldung wurde eingestellt,73,1964-11-01,1994-12-31,nein
12616,11208,RADSTADT-TANDALIER,13.440833,47.380001,835.0,2016-08-08,2100-12-31,SAL,ja,ja,Synopmeldung,73,2016-09-01,2100-12-31,nein
12700,,ROHRMOOS,13.659166,47.378334,1075.0,1981-01-01,2007-12-31,STMK,ja,nein,keine Synopmeldung,,,,nein
12800,,KLEINSOELK,13.933333,47.400002,1005.0,1971-01-01,1995-09-30,STMK,nein,nein,keine Synopmeldung,,,,nein
15515,11342,BAD GASTEIN/BOECKSTEIN,13.120833,47.092777,1100.0,1995-11-01,2009-12-31,SAL,ja,nein,Synopmeldung wurde eingestellt,7,1995-11-01,2009-12-31,nein
15506,,BAD HOFGASTEIN,13.108055,47.161945,842.0,2013-09-01,2100-12-31,SAL,nein,nein,keine Synopmeldung,,,,nein
15504,,BAD GASTEIN,13.133333,47.116665,1082.0,1935-01-01,1975-12-31,SAL,ja,nein,keine Synopmeldung,7,1935-01-01,1975-12-31,nein
15501,11372,BAD GASTEIN,13.133333,47.110554,1092.0,2009-09-01,2100-12-31,SAL,ja,ja,Synopmeldung wurde eingestellt,7,2010-01-01,2100-12-31,nein
15421,,HEILIGENBLUT,12.8525,47.036388,1315.0,1997-07-01,1999-12-31,KNT,nein,nein,keine Synopmeldung,34,1997-07-01,1999-12-31,nein
15420,,HEILIGENBLUT,12.847222,47.033333,1242.0,1977-10-01,1997-03-31,KNT,ja,nein,keine Synopmeldung,34,1977-10-01,1997-03-31,nein
15412,,SONNBLICK-FENSTERHUETTE,12.958055,47.055,3105.0,1996-10-01,2001-10-31,SAL,ja,ja,keine Synopmeldung,,,,nein
15411,11343,SONNBLICK (TAWES),12.9575,47.054165,3109.0,1986-09-01,2100-12-31,SAL,ja,ja,Synopmeldung,213,2009-01-01,2100-12-31,nein
